window,freq,count,growth,GLD,BND,IGV,VDC,SOCL,IHF,IYZ,XOM,BUYING_POWER
14,window,27,0.13248644700886847,0.2202097317317637,0.2087371334199773,0.0,0.0,0.1170556119874708,0.05567675920019383,0.1483207636605945,0.0,0.25
14,window,28,0.13248644700886847,0.2202097317317637,0.2087371334199773,0.0,0.0,0.1170556119874708,0.05567675920019383,0.1483207636605945,0.0,0.25
14,window,29,0.13248644700886847,0.5360183442943406,0.04412669266258006,0.0,0.0855689246323928,0.0,0.02436100875043808,0.005217758055347501,0.05470727160490093,0.25
14,window,30,0.13248644700886847,0.5360183442943406,0.04412669266258006,0.0,0.0855689246323928,0.0,0.02436100875043808,0.005217758055347501,0.05470727160490093,0.25
14,window,31,0.13248644700886847,0.5360183442943406,0.04412669266258006,0.0,0.0855689246323928,0.0,0.02436100875043808,0.005217758055347501,0.05470727160490093,0.25
14,window,32,0.13248644700886847,0.5360183442943406,0.04412669266258006,0.0,0.0855689246323928,0.0,0.02436100875043808,0.005217758055347501,0.05470727160490093,0.25
14,window,33,0.13248644700886847,0.5360183442943406,0.04412669266258006,0.0,0.0855689246323928,0.0,0.02436100875043808,0.005217758055347501,0.05470727160490093,0.25
14,window,34,0.13248644700886847,0.5360183442943406,0.04412669266258006,0.0,0.0855689246323928,0.0,0.02436100875043808,0.005217758055347501,0.05470727160490093,0.25
14,window,35,0.13248644700886847,0.5360183442943406,0.04412669266258006,0.0,0.0855689246323928,0.0,0.02436100875043808,0.005217758055347501,0.05470727160490093,0.25
14,window,36,0.13248644700886847,0.5360183442943406,0.04412669266258006,0.0,0.0855689246323928,0.0,0.02436100875043808,0.005217758055347501,0.05470727160490093,0.25
14,window,37,0.13248644700886847,0.5360183442943406,0.04412669266258006,0.0,0.0855689246323928,0.0,0.02436100875043808,0.005217758055347501,0.05470727160490093,0.25
14,window,38,0.13248644700886847,0.5360183442943406,0.04412669266258006,0.0,0.0855689246323928,0.0,0.02436100875043808,0.005217758055347501,0.05470727160490093,0.25
14,window,39,0.13248644700886847,0.5360183442943406,0.04412669266258006,0.0,0.0855689246323928,0.0,0.02436100875043808,0.005217758055347501,0.05470727160490093,0.25
14,window,40,0.13248644700886847,0.5360183442943406,0.04412669266258006,0.0,0.0855689246323928,0.0,0.02436100875043808,0.005217758055347501,0.05470727160490093,0.25
14,window,41,0.13248644700886847,0.5360183442943406,0.04412669266258006,0.0,0.0855689246323928,0.0,0.02436100875043808,0.005217758055347501,0.05470727160490093,0.25
